platform,brand,legalEntity,comuna,project,pepCode,amount
Meta,Almagro Inmobiliaria,Almagro S.A,Antofagasta,Valle del Mar,I-ALM-1453,1281806
Meta,Almagro Inmobiliaria,Almagro S.A,Santiago,Carrera 4,I-ALM-2275,1245458
Meta,Almagro Inmobiliaria,Almagro S.A,Ñuñoa,Almagro Plus,I-ALM-2234,1234140
Meta,Almagro Inmobiliaria,Almagro S.A,Santiago,San Eugenio 2,I-ALM-2227,1231258
Meta,Pilares,ICSA,Independencia,Santos Dumont,I-SVS-2246,1218363
Meta,Pilares,ICSA,Estación Central,Conde del Maule,I-SVS-2255,1214131
Meta,Socovesa,INSOCO,La Florida,Plaza Mirador,I-STG-2391,1087011
Google Ads,Almagro Inmobiliaria,Almagro S.A,Antofagasta,Valle del Mar,I-ALM-1453,1086286
Google Ads,Almagro Inmobiliaria,Almagro S.A,Antofagasta,Almagro Terra,I-ALM-2360,1021240
Meta,Pilares,Arcilla Roja,Santiago Centro,Franklin,I-ALM-2212,997234
Google Ads,Pilares,Pilares S.A,Ñuñoa,Guillermo Mann,I-SVS-2250,909393
Google Ads,Pilares,ICSA,La Cisterna,Lo Ovalle,I-SVS-2296,907492
Google Ads,Pilares,Pilares S.A,La Florida,Rodriguez Velasco,I-SVS-2289,907438
Google Ads,Pilares,Pilares S.A,La Florida,Vicuña Mackenna 7244,I-SVS-2131,907438
Google Ads,Socovesa,Socovesa Sur S.A,Valdivia,García Reyes,I-SUR-2283,846273
Google Ads,Almagro Inmobiliaria,Almagro S.A,Lo Barnechea,Los Cactus,I-ALM-2342,732093
Google Ads,Almagro Inmobiliaria,Arcilla Roja,Providencia,Almagro Hub,I-ALM-2189,730747
Google Ads,Almagro Inmobiliaria,Almagro S.A,Providencia,Balance,I-ALM-2358,730746
Google Ads,Almagro Inmobiliaria,Almagro S.A,Providencia,Lyon Bilbao,I-ALM-2211,730746
Google Ads,Almagro Inmobiliaria,Arcilla Roja,Providencia,Rengo,I-ALM-2288,730746
Google Ads,Socovesa,Socovesa Sur S.A,Temuco,N3,I-SUR-2331,724489
Meta,Socovesa,Socovesa Sur S.A,Temuco,N3,I-SUR-2331,601622
Meta,Almagro Inmobiliaria,Almagro S.A,Antofagasta,Indico,I-ALM-1453,580410
Meta,Socovesa,Sociedad Comercializadora Metropolitana,AON,Coipue,I-STG-2229,565779
Meta,Socovesa,Consorcio Inmobiliario Macul,AON,Las Palmas,I-STG-2205,565760
Google Ads,Almagro Inmobiliaria,Almagro S.A,Santiago,San Eugenio 2,I-ALM-2227,553501
Google Ads,Almagro Inmobiliaria,Almagro S.A,Santiago,Carrera 4,I-ALM-2275,552677
Google Ads,Almagro Inmobiliaria,Almagro S.A,Antofagasta,Antofagasta,,552439
Google Ads,Socovesa,Socovesa Sur S.A,Chillán,PDL,I-SUR-2372,550878
Google Ads,Pilares,Arcilla Roja,Santiago Centro,Franklin,I-ALM-2212,548765
Meta,Almagro Inmobiliaria,Arcilla Roja,AON,Almagro Hub,I-ALM-2189,542810
Meta,Almagro Inmobiliaria,Almagro S.A,AON,Carrera 4,I-ALM-2275,542807
Meta,Almagro Inmobiliaria,Almagro S.A,AON,Indico,I-ALM-1453,542802
Meta,Almagro Inmobiliaria,Almagro S.A,AON,Los Cactus,I-ALM-2342,542796
Meta,Almagro Inmobiliaria,Almagro S.A,AON,Lyon Bilbao,I-ALM-2211,542790
Meta,Almagro Inmobiliaria,Arcilla Roja,AON,PLP 1,I-ALM-2226,542786
Meta,Almagro Inmobiliaria,Arcilla Roja,AON,PLP 2,I-ALM-2306,542780
Meta,Almagro Inmobiliaria,Almagro S.A,AON,San Eugenio 2,I-ALM-2227,542773
Google Ads,Almagro Inmobiliaria,Madagascar,Las Condes,Almagro District,I-ALM-2399,487060
Google Ads,Almagro Inmobiliaria,Arcilla Roja,Las Condes,PLP 1,I-ALM-2226,487059
Google Ads,Almagro Inmobiliaria,Arcilla Roja,Las Condes,PLP 2,I-ALM-2306,487059
Google Ads,Almagro Inmobiliaria,Almagro SA,Vitacura,Agustín del Castillo,,478338
Meta,Socovesa,Socovesa Sur S.A,Chillán,PDL,I-SUR-2372,458247
Meta,Socovesa,Sociedad Comercializadora Metropolitana,Marca,Coipue,I-STG-2229,457544
Meta,Socovesa,Consorcio Inmobiliario Macul,Marca,Las Palmas,I-STG-2205,457539
Meta,Socovesa,INMOBILIARIA ENCINAS DE PEÑALOLEN,Marca,Las Pataguas,I-STG-2366,457535
Meta,Socovesa,INMOBILIARIA ENCINAS DE PEÑALOLEN,Marca,Los Coihues,I-STG-2325,457531
Meta,Socovesa,Pilares S.A,Marca,Marathon,I-SVS-2349,457524
Meta,Socovesa,Inmobiliaria El Descubridor,Marca,Pajaritos,I-STG-2204,457515
Meta,Socovesa,Socovesa Sur S.A,Puerto Montt,Portal Austral,I-SUR-2340,449366
Meta,Socovesa,Socovesa Sur S.A,Valdivia,García Reyes,I-SUR-2283,447497
Google Ads,Socovesa,Socovesa Sur S.A,Chillán,Nueva Toledo,I-SUR-2334,441073
Google Ads,Socovesa,Socovesa Sur S.A,Puerto Montt,Portal Austral,I-SUR-2340,438390
Google Ads,Socovesa,Socovesa Sur S.A,Puerto Montt,Terraza Mirador,I-SUR-2333,438389
Meta,Pilares,ICSA,AON,Edificio Ñuble,I-SVS-2173,415145
Meta,Pilares,ICSA,AON,Lo Ovalle,I-SVS-2296,415134
Meta,Pilares,Pilares S.A,AON,Rodriguez Velasco,I-SVS-2289,415134
Meta,Pilares,Pilares S.A,AON,Vicuña Mackenna 7244,I-SVS-2131,415130
Google Ads,Socovesa,Socovesa Sur S.A,Punta Arenas,Reserva Magallanes,I-SUR-2323,388553
Meta,Almagro Inmobiliaria,Almagro S.A,Ñuñoa,San Eugenio 2,I-ALM-2227,350243
Meta,Almagro Inmobiliaria,Almagro S.A,Almagro Plus,Almagro Plus,I-ALM-2234,348369
Meta,Almagro Inmobiliaria,Almagro S.A,Santiago Centro,Carrera 4,I-ALM-2275,347829
Google Ads,Socovesa,Socovesa Sur S.A,Temuco,Edificio Vértice,I-SUR-2297,337439
Google Ads,Socovesa,Socovesa Sur S.A,Temuco,Icono,,337439
Google Ads,Socovesa,Socovesa Sur S.A,Temuco,O3,I-SUR-2373,337439
Google Ads,Socovesa,Socovesa Sur S.A,Temuco,Origen,I-SUR-2346,337439
Google Ads,Almagro Inmobiliaria,Almagro S.A,Santiago,Signature,I-ALM-2354,315412
Meta,Almagro Inmobiliaria,Almagro S.A,Santiago,Signature,I-ALM-2354,297418
Meta,Socovesa,Sociedad Comercializadora Metropolitana,Macul,Coipue,I-STG-2229,297053
Meta,Almagro Inmobiliaria,Madagascar,Marca,Almagro District,I-ALM-2399,229544
Meta,Almagro Inmobiliaria,Arcilla Roja,Marca,Almagro Hub,I-ALM-2189,229540
Meta,Almagro Inmobiliaria,Almagro S.A,Marca,Almagro Plus,I-ALM-2234,229534
Meta,Almagro Inmobiliaria,Almagro S.A,Marca,Balance,I-ALM-2358,229532
Meta,Almagro Inmobiliaria,Almagro S.A,Marca,Carrera 4,I-ALM-2275,229528
Meta,Almagro Inmobiliaria,Almagro S.A,Marca,Indico,I-ALM-1453,229523
Meta,Almagro Inmobiliaria,Almagro S.A,Marca,Insigne,I-ALM-2157,229521
Meta,Almagro Inmobiliaria,Almagro S.A,Marca,Los Cactus,I-ALM-2342,229518
Meta,Almagro Inmobiliaria,Almagro S.A,Marca,Lyon Bilbao,I-ALM-2211,229515
Meta,Almagro Inmobiliaria,Arcilla Roja,Marca,PLP 1,I-ALM-2226,229510
Meta,Almagro Inmobiliaria,Almagro S.A,Marca,Parque Brasil,I-ALM-2285,229509
Meta,Almagro Inmobiliaria,Arcilla Roja,Marca,PLP 2,I-ALM-2306,229509
Meta,Almagro Inmobiliaria,Arcilla Roja,Marca,Rengo,I-ALM-2288,229506
Meta,Almagro Inmobiliaria,Almagro S.A,Marca,San Eugenio 2,I-ALM-2227,229503
Meta,Almagro Inmobiliaria,Arcilla Roja,Las Condes,PLP 2,I-ALM-2306,220893
Meta,Socovesa,Socovesa Sur S.A,AON,Alto Maderos,I-SUR-2335,195401
Meta,Socovesa,Socovesa Sur S.A,AON,Edificio Vértice,I-SUR-2297,195400
Meta,Socovesa,Socovesa Sur S.A,AON,Icono,,195394
Meta,Socovesa,Socovesa Sur S.A,AON,N3,I-SUR-2331,195394
Meta,Socovesa,Socovesa Sur S.A,AON,Nueva Toledo,I-SUR-2334,195389
Meta,Socovesa,Socovesa Sur S.A,AON,O3,I-SUR-2373,195385
Meta,Socovesa,Socovesa Sur S.A,AON,Origen,I-SUR-2346,195383
Meta,Socovesa,Socovesa Sur S.A,AON,Parque Avellanos,I-SUR-2336,195379
Meta,Socovesa,Socovesa Sur S.A,AON,Reserva Magallanes,I-SUR-2323,195375
Meta,Socovesa,Socovesa Sur S.A,AON,Terraza Mirador,I-SUR-2333,195373
Google Ads,Socovesa,Socovesa Sur S.A,Los Ángeles,Alto Maderos,I-SUR-2335,194998
Google Ads,Socovesa,Socovesa Sur S.A,Los Ángeles,Parque Avellanos,I-SUR-2336,194998
Google Ads,Socovesa,Consorcio Inmobiliario Macul,Genérico,Las Palmas,I-STG-2205,188125
Google Ads,Socovesa,INMOBILIARIA ENCINAS DE PEÑALOLEN,Genérico,Las Pataguas,I-STG-2366,188125
Google Ads,Socovesa,Sociedad Comercializadora Metropolitana,Genérico,Coipue,I-STG-2229,188125
Google Ads,Socovesa,INMOBILIARIA ENCINAS DE PEÑALOLEN,Genérico,Los Coihues,I-STG-2325,188124
Google Ads,Socovesa,Inmobiliaria El Descubridor,Genérico,Pajaritos,I-STG-2204,188124
Google Ads,Socovesa,Pilares S.A,Genérico,Marathon,I-SVS-2349,188124
Meta,Pilares,ICSA,Marca,Conde del Maule,I-SVS-2255,183430
Meta,Pilares,ICSA,Marca,Edificio Ñuble,I-SVS-2173,183429
Meta,Pilares,Pilares S.A,Marca,Guillermo Mann,I-SVS-2250,183428
Meta,Pilares,ICSA,Marca,Lo Ovalle,I-SVS-2296,183426
Meta,Pilares,Pilares S.A,Marca,Rodriguez Velasco,I-SVS-2289,183425
Meta,Pilares,ICSA,Marca,Santos Dumont,I-SVS-2246,183423
Meta,Pilares,Pilares S.A,Marca,Vicuña Mackenna 7244,I-SVS-2131,183419
Meta,Pilares,ICSA,Santiago Centro,Edificio Ñuble,I-SVS-2173,170992
Meta,Almagro Inmobiliaria,Almagro S.A,Providencia,Lyon Bilbao,I-ALM-2211,170317
Meta,Almagro Inmobiliaria,Arcilla Roja,Providencia,Almagro Hub,I-ALM-2189,170257
Meta,Almagro Inmobiliaria,Arcilla Roja,Las Condes,PLP 1,I-ALM-2226,169910
Meta,Almagro Inmobiliaria,Almagro S.A,Lo Barnechea,Los Cactus,I-ALM-2342,164879
Meta,Almagro Inmobiliaria,Madagascar,Las Condes,Almagro District,I-ALM-2399,164567
Meta,Almagro Inmobiliaria,Almagro S.A,Providencia,Balance,I-ALM-2358,163074
Meta,Almagro Inmobiliaria,Arcilla Roja,Providencia,Rengo,I-ALM-2288,161135
Meta,Pilares,ICSA,La Cisterna,Lo Ovalle,I-SVS-2296,145042
Meta,Pilares,Pilares S.A,Ñuñoa,Guillermo Mann,I-SVS-2250,141799
Meta,Pilares,Pilares S.A,La Florida,Rodriguez Velasco,I-SVS-2289,139729
Meta,Pilares,Pilares S.A,La Florida,Vicuña Mackenna 7244,I-SVS-2131,137825
Google Ads,Socovesa,Socovesa Sur S.A,Genérico,Alto Maderos,I-SUR-2335,130955
Google Ads,Socovesa,Socovesa Sur S.A,Genérico,Edificio Vértice,I-SUR-2297,130955
Google Ads,Socovesa,Socovesa Sur S.A,Genérico,García Reyes,I-SUR-2283,130955
Google Ads,Socovesa,Socovesa Sur S.A,Genérico,Icono,,130955
Google Ads,Socovesa,Socovesa Sur S.A,Genérico,N3,I-SUR-2331,130955
Google Ads,Socovesa,Socovesa Sur S.A,Genérico,Nueva Toledo,I-SUR-2334,130954
Google Ads,Socovesa,Socovesa Sur S.A,Genérico,O3,I-SUR-2373,130954
Google Ads,Socovesa,Socovesa Sur S.A,Genérico,Origen,I-SUR-2346,130954
Google Ads,Socovesa,Socovesa Sur S.A,Genérico,PDL,I-SUR-2372,130954
Google Ads,Socovesa,Socovesa Sur S.A,Genérico,Parque Avellanos,I-SUR-2336,130954
Google Ads,Socovesa,Socovesa Sur S.A,Genérico,Portal Austral,I-SUR-2340,130954
Google Ads,Socovesa,Socovesa Sur S.A,Genérico,Reserva Magallanes,I-SUR-2323,130954
Google Ads,Socovesa,Socovesa Sur S.A,Genérico,Terraza Mirador,I-SUR-2333,130954
Google Ads,Pilares,ICSA,Inversionista,Edificio Ñuble,I-SVS-2173,130337
Google Ads,Pilares,ICSA,Inversionista,Lo Ovalle,I-SVS-2296,130337
Google Ads,Pilares,ICSA,Inversionista,Santos Dumont,I-SVS-2246,130337
Google Ads,Pilares,Pilares S.A,Inversionista,Guillermo Mann,I-SVS-2250,130337
Google Ads,Pilares,Pilares S.A,Inversionista,Rodriguez Velasco,I-SVS-2289,130337
Google Ads,Pilares,Pilares S.A,Inversionista,Vicuña Mackenna 7244,I-SVS-2131,130337
Google Ads,Pilares,ICSA,Genérico,Conde del Maule,I-SVS-2255,129676
Google Ads,Pilares,ICSA,Genérico,Edificio Ñuble,I-SVS-2173,129676
Google Ads,Pilares,ICSA,Genérico,Lo Ovalle,I-SVS-2296,129675
Google Ads,Pilares,ICSA,Genérico,Santos Dumont,I-SVS-2246,129675
Google Ads,Pilares,Pilares S.A,Genérico,Guillermo Mann,I-SVS-2250,129675
Google Ads,Pilares,Pilares S.A,Genérico,Rodriguez Velasco,I-SVS-2289,129675
Google Ads,Pilares,Pilares S.A,Genérico,Vicuña Mackenna 7244,I-SVS-2131,129675
Google Ads,Pilares,ICSA,Inversionista,Conde del Maule,I-SVS-2255,127567
Google Ads,Almagro Inmobiliaria,Almagro S.A,Genérico,Almagro Plus,I-ALM-2234,105233
Google Ads,Almagro Inmobiliaria,Almagro S.A,Genérico,Balance,I-ALM-2358,105233
Google Ads,Almagro Inmobiliaria,Almagro S.A,Genérico,Carrera 4,I-ALM-2275,105233
Google Ads,Almagro Inmobiliaria,Almagro S.A,Genérico,Indico,I-ALM-1453,105233
Google Ads,Almagro Inmobiliaria,Almagro S.A,Genérico,Insigne,I-ALM-2157,105233
Google Ads,Almagro Inmobiliaria,Almagro S.A,Genérico,Los Cactus,I-ALM-2342,105233
Google Ads,Almagro Inmobiliaria,Almagro S.A,Genérico,Lyon Bilbao,I-ALM-2211,105233
Google Ads,Almagro Inmobiliaria,Almagro S.A,Genérico,Parque Brasil,I-ALM-2285,105233
Google Ads,Almagro Inmobiliaria,Arcilla Roja,Genérico,Almagro Hub,I-ALM-2189,105233
Google Ads,Almagro Inmobiliaria,Arcilla Roja,Genérico,PLP 1,I-ALM-2226,105233
Google Ads,Almagro Inmobiliaria,Arcilla Roja,Genérico,PLP 2,I-ALM-2306,105233
Google Ads,Almagro Inmobiliaria,Madagascar,Genérico,Almagro District,I-ALM-2399,105233
Google Ads,Almagro Inmobiliaria,Almagro S.A,Genérico,San Eugenio 2,I-ALM-2227,105232
Google Ads,Almagro Inmobiliaria,Arcilla Roja,Genérico,Rengo,I-ALM-2288,105232
Meta,Socovesa,Socovesa Sur S.A,Punta Arenas,Reserva Magallanes,I-SUR-2323,77911
Meta,Socovesa,Socovesa Sur S.A,Chillán,Nueva Toledo,I-SUR-2334,77449
Meta,Socovesa,Socovesa Sur S.A,Los Ángeles,Parque Avellanos,I-SUR-2336,77046
Meta,Socovesa,Socovesa Sur S.A,Temuco,Edificio Vértice,I-SUR-2297,76745
Meta,Socovesa,Socovesa Sur S.A,Los Ángeles,Alto Maderos,I-SUR-2335,75751
Meta,Socovesa,Socovesa Sur S.A,Puerto Montt,Terraza Mirador,I-SUR-2333,75368
Meta,Socovesa,Socovesa Sur S.A,Temuco,O3,I-SUR-2373,74648
Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,Almagro Plus,I-ALM-2234,71170
Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,Balance,I-ALM-2358,71170
Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,Carrera 4,I-ALM-2275,71170
Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,Indico,I-ALM-1453,71170
Google Ads,Almagro Inmobiliaria,Arcilla Roja,PPP,Almagro Hub,I-ALM-2189,71170
Google Ads,Almagro Inmobiliaria,Madagascar,PPP,Almagro District,I-ALM-2399,71170
Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,Insigne,I-ALM-2157,71169
Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,Los Cactus,I-ALM-2342,71169
Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,Lyon Bilbao,I-ALM-2211,71169
Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,Parque Brasil,I-ALM-2285,71169
Google Ads,Almagro Inmobiliaria,Almagro S.A,PPP,San Eugenio 2,I-ALM-2227,71169
Google Ads,Almagro Inmobiliaria,Arcilla Roja,PPP,PLP 1,I-ALM-2226,71169
Google Ads,Almagro Inmobiliaria,Arcilla Roja,PPP,PLP 2,I-ALM-2306,71169
Google Ads,Almagro Inmobiliaria,Arcilla Roja,PPP,Rengo,I-ALM-2288,71169
Google Ads,Almagro Propiedades,Madagascar,Propiedades,Almagro District,I-ALM-2399,68994
Google Ads,Almagro Propiedades,Arcilla Roja,Propiedades,Almagro Hub,I-ALM-2189,68993
Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Almagro Plus,I-ALM-2234,68992
Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Balance,I-ALM-2358,68992
Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Carrera 4,I-ALM-2275,68992
Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Indico,I-ALM-1453,68992
Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Insigne,I-ALM-2157,68992
Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Los Cactus,I-ALM-2342,68992
Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Lyon Bilbao,I-ALM-2211,68991
Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Parque Brasil,I-ALM-2285,68991
Google Ads,Almagro Propiedades,Arcilla Roja,Propiedades,PLP 1,I-ALM-2226,68991
Google Ads,Almagro Propiedades,Arcilla Roja,Propiedades,PLP 2,I-ALM-2306,68991
Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,San Eugenio 2,I-ALM-2227,68990
Google Ads,Almagro Propiedades,Arcilla Roja,Propiedades,Rengo,I-ALM-2288,68990
Meta,Almagro Inmobiliaria,Madagascar,PPP,Almagro District,I-ALM-2399,68798
Meta,Almagro Inmobiliaria,Arcilla Roja,PPP,Almagro Hub,I-ALM-2189,68796
Meta,Almagro Inmobiliaria,Almagro S.A,PPP,Almagro Plus,I-ALM-2234,68793
Meta,Almagro Inmobiliaria,Almagro S.A,PPP,Balance,I-ALM-2358,68791
Meta,Almagro Inmobiliaria,Almagro S.A,PPP,Carrera 4,I-ALM-2275,68790
Meta,Almagro Inmobiliaria,Almagro S.A,PPP,Indico,I-ALM-1453,68787
Meta,Almagro Inmobiliaria,Almagro S.A,PPP,Insigne,I-ALM-2157,68783
Meta,Almagro Inmobiliaria,Almagro S.A,PPP,Los Cactus,I-ALM-2342,68779
Meta,Almagro Inmobiliaria,Almagro S.A,PPP,Lyon Bilbao,I-ALM-2211,68776
Meta,Almagro Inmobiliaria,Arcilla Roja,PPP,PLP 1,I-ALM-2226,68772
Meta,Almagro Inmobiliaria,Arcilla Roja,PPP,PLP 2,I-ALM-2306,68770
Meta,Almagro Inmobiliaria,Almagro S.A,PPP,Parque Brasil,I-ALM-2285,68765
Meta,Almagro Inmobiliaria,Arcilla Roja,PPP,Rengo,I-ALM-2288,68763
Meta,Almagro Inmobiliaria,Almagro S.A,PPP,San Eugenio 2,I-ALM-2227,68761
Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,Balance,I-ALM-2358,51984
Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,Carrera 4,I-ALM-2275,51984
Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,Indico,I-ALM-1453,51984
Google Ads,Almagro Inmobiliaria,Arcilla Roja,Inversionista,Almagro Hub,I-ALM-2189,51984
Google Ads,Almagro Inmobiliaria,Madagascar,Inversionista,Almagro District,I-ALM-2399,51984
Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,Insigne,I-ALM-2157,51983
Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,Los Cactus,I-ALM-2342,51983
Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,Lyon Bilbao,I-ALM-2211,51983
Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,Parque Brasil,I-ALM-2285,51983
Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,San Eugenio 2,I-ALM-2227,51983
Google Ads,Almagro Inmobiliaria,Arcilla Roja,Inversionista,PLP 1,I-ALM-2226,51983
Google Ads,Almagro Inmobiliaria,Arcilla Roja,Inversionista,PLP 2,I-ALM-2306,51983
Google Ads,Almagro Inmobiliaria,Arcilla Roja,Inversionista,Rengo,I-ALM-2288,51983
Meta,Pilares,ICSA,Inversionista,Conde del Maule,I-SVS-2255,49614
Meta,Pilares,ICSA,Inversionista,Edificio Ñuble,I-SVS-2173,49611
Meta,Pilares,Pilares S.A,Inversionista,Guillermo Mann,I-SVS-2250,49609
Meta,Pilares,ICSA,Inversionista,Lo Ovalle,I-SVS-2296,49605
Meta,Pilares,Pilares S.A,Inversionista,Rodriguez Velasco,I-SVS-2289,49604
Meta,Pilares,ICSA,Inversionista,Santos Dumont,I-SVS-2246,49603
Meta,Pilares,Pilares S.A,Inversionista,Vicuña Mackenna 7244,I-SVS-2131,49599
Meta,Socovesa,Socovesa Sur S.A,Inversionista,Alto Maderos,I-SUR-2335,48167
Meta,Socovesa,Socovesa Sur S.A,Inversionista,Edificio Vértice,I-SUR-2297,48166
Meta,Socovesa,Socovesa Sur S.A,Inversionista,García Reyes,I-SUR-2283,48164
Meta,Socovesa,Socovesa Sur S.A,Inversionista,Icono,,48161
Meta,Socovesa,Socovesa Sur S.A,Inversionista,N3,I-SUR-2331,48159
Meta,Socovesa,Socovesa Sur S.A,Inversionista,Nueva Toledo,I-SUR-2334,48156
Meta,Socovesa,Socovesa Sur S.A,Inversionista,O3,I-SUR-2373,48155
Meta,Socovesa,Socovesa Sur S.A,Inversionista,Origen,I-SUR-2346,48151
Meta,Socovesa,Socovesa Sur S.A,Inversionista,PDL,I-SUR-2372,48148
Meta,Socovesa,Socovesa Sur S.A,Inversionista,Parque Avellanos,I-SUR-2336,48146
Meta,Socovesa,Socovesa Sur S.A,Inversionista,Portal Austral,I-SUR-2340,48145
Meta,Socovesa,Socovesa Sur S.A,Inversionista,Reserva Magallanes,I-SUR-2323,48142
Meta,Socovesa,Socovesa Sur S.A,Inversionista,Terraza Mirador,I-SUR-2333,48138
Google Ads,Almagro Inmobiliaria,Almagro S.A,Inversionista,Almagro Plus,I-ALM-2234,41646
Meta,Socovesa,Socovesa Sur S.A,Temuco,Icono,,37504
Meta,Socovesa,Socovesa Sur S.A,Temuco,Origen,I-SUR-2346,37495
Google Ads,Socovesa,Socovesa Sur S.A,Inversionista,Alto Maderos,I-SUR-2335,29762
Google Ads,Socovesa,Socovesa Sur S.A,Inversionista,Edificio Vértice,I-SUR-2297,29762
Google Ads,Socovesa,Socovesa Sur S.A,Inversionista,García Reyes,I-SUR-2283,29762
Google Ads,Socovesa,Socovesa Sur S.A,Inversionista,Icono,,29761
Google Ads,Socovesa,Socovesa Sur S.A,Inversionista,N3,I-SUR-2331,29761
Google Ads,Socovesa,Socovesa Sur S.A,Inversionista,Nueva Toledo,I-SUR-2334,29761
Google Ads,Socovesa,Socovesa Sur S.A,Inversionista,O3,I-SUR-2373,29761
Google Ads,Socovesa,Socovesa Sur S.A,Inversionista,Origen,I-SUR-2346,29761
Google Ads,Socovesa,Socovesa Sur S.A,Inversionista,PDL,I-SUR-2372,29761
Google Ads,Socovesa,Socovesa Sur S.A,Inversionista,Parque Avellanos,I-SUR-2336,29761
Google Ads,Socovesa,Socovesa Sur S.A,Inversionista,Portal Austral,I-SUR-2340,29761
Google Ads,Socovesa,Socovesa Sur S.A,Inversionista,Reserva Magallanes,I-SUR-2323,29761
Google Ads,Socovesa,Socovesa Sur S.A,Inversionista,Terraza Mirador,I-SUR-2333,29761
Meta,Almagro Inmobiliaria,Madagascar,Blog,Almagro District,I-ALM-2399,6048
Meta,Almagro Inmobiliaria,Almagro S.A,Blog,Almagro Plus,I-ALM-2234,6046
Meta,Almagro Inmobiliaria,Arcilla Roja,Blog,Almagro Hub,I-ALM-2189,6046
Meta,Almagro Inmobiliaria,Almagro S.A,Blog,Balance,I-ALM-2358,6043
Meta,Almagro Inmobiliaria,Almagro S.A,Blog,Carrera 4,I-ALM-2275,6042
Meta,Almagro Inmobiliaria,Almagro S.A,Blog,Indico,I-ALM-1453,6040
